Name,Gender,Salary,Departments,Position
상수지,female,26081,design,intern
구지아,male,22447,marketing,assistant
간윤주,male,24518,marketing,assistant
곽은율,male,22274,advertising,assistant
간현서,male,24837,IT,header
탁유진,female,14122,marketing,assistant
온예인,female,22547,marketing,manager
제소이,male,26998,marketing,assistant
한선율,male,15851,design,manager
천순기,male,17828,advertising,assistant
주현서,male,10757,marketing,assistant
서정후,male,27738,finance,assistant
좌이현,male,4816,marketing,manager
좌서연,female,8154,marketing,assistant
맹지현,female,18349,marketing,assistant
사태호,female,27467,IT,intern
라재원,male,15350,marketing,manager
정은재,male,9093,marketing,header
한시환,male,25225,marketing,manager
임나연,female,3475,advertising,assistant
표민정,male,19678,design,assistant
우다희,male,18416,advertising,assistant
목시호,female,12757,marketing,manager
우주아,female,3990,marketing,assistant
단우영,female,9538,marketing,assistant
인태훈,female,3156,finance,manager
어준희,male,10270,IT,intern
구시훈,male,25982,advertising,manager
편정원,female,7039,finance,intern
명세준,male,6139,advertising,assistant
황지인,female,15148,marketing,manager
문태우,male,5877,design,intern
우도영,female,10455,advertising,manager
연주혁,male,27863,marketing,intern
김재희,female,7437,finance,manager
호나경,female,27587,marketing,assistant
고정은,female,15223,advertising,manager
류정윤,female,3769,advertising,assistant
시건우,female,17429,advertising,manager
손도연,female,26986,marketing,manager
명혜인,male,29482,marketing,intern
남다희,male,21424,marketing,header
국고은,female,20783,finance,assistant
동유건,male,26184,marketing,manager
변제이,female,4965,IT,manager
어유나,female,10733,marketing,manager
민한결,female,7589,marketing,manager
도시은,female,7082,marketing,assistant
류예슬,female,15871,design,manager
금지원,male,22112,finance,manager
남리아,female,22042,advertising,manager
오태희,male,19911,finance,intern
전정현,female,24738,marketing,intern
맹승원,male,28197,marketing,assistant
지소담,female,5002,design,assistant
단세아,female,5065,marketing,header
가수현,male,29472,advertising,assistant
여서호,male,13580,finance,assistant
소준원,male,6097,finance,assistant
안가람,male,13597,finance,assistant
천나영,male,6302,marketing,assistant
정예원,female,21295,advertising,assistant
위도원,male,24120,IT,header
태서후,male,25937,advertising,intern
용준석,female,21349,design,assistant
예하랑,male,13712,marketing,intern
석세빈,female,16838,marketing,manager
간지율,female,4068,advertising,manager
전석현,male,12026,marketing,assistant
고원준,male,3030,marketing,assistant
팽현우,male,24884,design,assistant
마세은,male,29561,marketing,manager
우예담,male,14440,marketing,header
전유민,female,9639,marketing,manager
윤민하,female,27011,finance,assistant
복은수,female,9189,advertising,manager
백규리,male,10944,design,manager
옥가람,female,29131,design,assistant
석하랑,male,21249,advertising,assistant
도윤재,female,22294,marketing,header
배민혁,male,25612,design,assistant
금해준,female,21274,design,assistant
두찬희,male,15572,advertising,assistant
감시우,female,15714,IT,assistant
가수지,male,4867,marketing,manager
전가은,female,25999,marketing,assistant
온태인,female,11068,marketing,assistant
조예진,female,7778,design,assistant
인민수,female,7918,marketing,assistant
안윤아,male,23886,marketing,manager
견경민,male,14787,IT,assistant
표태건,male,6132,advertising,assistant
양주환,male,17728,IT,manager
손우진,male,18595,marketing,manager
동민정,female,20979,advertising,manager
견로이,male,10694,marketing,manager
윤수빈,female,19615,marketing,header
시요한,male,18643,finance,assistant
원한율,male,29171,finance,assistant
예아현,male,28860,advertising,manager
나지호,female,19760,advertising,assistant
부은솔,male,24064,finance,intern
여지호,female,25775,marketing,assistant
백혜원,female,4926,design,header
함은서,female,15249,design,assistant
임재민,female,3240,marketing,assistant
사채율,male,13267,marketing,assistant
배지민,male,20292,marketing,intern
함은수,female,16485,marketing,assistant
제현준,female,5983,advertising,header
승은수,male,18753,IT,assistant
허가온,male,22849,marketing,manager
서현석,male,24869,advertising,assistant
안서빈,male,11614,marketing,assistant
윤태은,male,15520,marketing,manager
성여원,male,13972,marketing,assistant
서가윤,male,27301,marketing,intern
이현진,male,11000,IT,header
위연아,male,20660,marketing,assistant
한서진,male,27726,finance,manager
라윤하,female,3535,IT,intern
두세빈,female,6680,design,header
오유준,male,3626,design,assistant
편호준,male,29640,advertising,manager
정범준,female,18165,finance,assistant
소가빈,female,27149,marketing,assistant
유이안,male,9939,IT,manager
여민하,female,27393,marketing,assistant
옥지후,female,21640,IT,assistant
문하진,male,15810,marketing,assistant
이정원,male,21780,marketing,assistant
봉수호,male,15373,marketing,assistant
임예준,male,18266,marketing,assistant
우제이,female,25069,marketing,manager
온한나,female,3344,finance,header
권지호,male,15053,marketing,manager
편정현,male,9306,finance,assistant
장하나,female,20606,IT,manager
인지안,female,14005,marketing,intern
여보경,male,8149,marketing,header
강예인,female,18042,advertising,manager
태윤건,male,10772,design,header
육연준,male,29914,advertising,assistant
노시헌,male,4875,finance,intern
임다솜,male,3962,marketing,assistant
소한울,female,15831,marketing,intern
팽연아,female,29883,advertising,assistant
채민재,male,17748,IT,manager
오서은,male,4391,IT,manager
인성우,male,22973,IT,assistant
구동혁,female,25506,marketing,assistant
문예서,female,22680,marketing,header
예지원,female,18383,marketing,assistant
육재훈,male,21317,advertising,assistant
시윤하,male,3025,marketing,assistant
배유진,male,9993,marketing,manager
도온유,female,25336,IT,assistant
전석현,male,7081,advertising,assistant
권찬영,female,10282,marketing,manager
설상윤,male,29083,advertising,manager
오현,male,8630,finance,header
위은혁,male,5885,marketing,assistant
피연준,male,20144,marketing,manager
시채민,female,25476,marketing,manager
임규민,male,29923,marketing,assistant
시정빈,female,9545,marketing,manager
곽새봄,male,19439,IT,assistant
양서우,male,18108,marketing,assistant
방다경,male,9749,marketing,assistant
오지후,male,20007,IT,manager
손대현,male,5432,marketing,intern
범나윤,female,11680,design,assistant
갈도진,female,5565,marketing,assistant
인단아,male,17761,marketing,assistant
갈은유,male,9045,finance,assistant
변하민,male,29364,advertising,assistant
단현지,male,11749,marketing,header
갈채이,male,15573,marketing,manager
명미소,male,13959,finance,assistant
설가윤,male,24562,IT,manager
봉대현,male,14336,design,assistant
제호진,female,6998,marketing,intern
차해준,male,29564,marketing,manager
태혜정,male,26289,marketing,assistant
배은준,male,11960,marketing,assistant
복준희,male,28896,marketing,assistant
양나현,male,20755,advertising,assistant
하나현,male,5413,design,assistant
갈설,male,14672,IT,manager
온주환,female,18978,advertising,assistant
피윤주,male,5759,IT,manager
정서윤,male,5139,advertising,assistant
고하리,male,10378,marketing,assistant
원민채,female,6025,finance,assistant
좌하진,male,29895,marketing,manager
감온유,male,26861,finance,manager
나소연,male,14645,marketing,manager
피은별,female,29123,marketing,header
안주혁,female,24640,marketing,manager
조정민,female,8719,advertising,manager
육태하,female,16932,finance,manager
시재원,female,19503,finance,assistant
오윤찬,female,7553,design,manager
당하율,female,7728,marketing,assistant
도연서,male,14213,advertising,assistant
편준형,female,4669,IT,intern
호상윤,male,3953,design,assistant
지아인,male,15489,marketing,assistant
손리나,male,17511,advertising,assistant
공예빈,female,29211,marketing,manager
인준형,female,17644,marketing,header
탁소이,female,23815,design,assistant
안새봄,male,27883,advertising,manager
배준후,male,10465,IT,intern
박승우,male,11705,marketing,manager
천유이,female,23654,advertising,header
간연재,female,10825,marketing,intern
상다솜,male,29829,finance,assistant
우유하,male,14359,finance,manager
빈시아,male,12703,marketing,intern
임윤서,female,12810,advertising,manager
배민영,female,29200,marketing,assistant
금나은,male,10470,advertising,assistant
견효은,female,8075,marketing,assistant
공민호,female,27162,marketing,assistant
팽슬아,female,6586,finance,intern
송가온,male,20095,marketing,assistant
제지혁,male,5720,advertising,manager
시소원,female,27008,marketing,header
온지안,male,28735,IT,assistant
함이현,male,29241,advertising,assistant
길슬아,female,27283,marketing,intern
반도현,female,22716,marketing,manager
원지온,male,7742,finance,assistant
남지온,male,17215,marketing,header
천승원,female,29137,marketing,manager
남재현,male,3868,advertising,header
상유안,male,13266,advertising,intern
라주하,male,14245,marketing,manager
여은우,female,22843,advertising,assistant
편하린,male,15398,marketing,assistant
성태민,female,26882,finance,manager
명연주,female,4125,marketing,assistant
차태하,male,18516,marketing,assistant
석하율,male,20289,marketing,assistant
왕수인,male,20948,advertising,assistant
여상현,female,9508,advertising,manager
국민주,female,9374,marketing,assistant
당가람,male,8349,advertising,header
변은성,male,6676,marketing,intern
홍정민,male,18864,marketing,intern
편은지,male,27603,marketing,manager
경예빈,male,27301,marketing,assistant
좌아인,female,10806,marketing,intern
국시현,male,22426,marketing,assistant
신로아,female,13814,marketing,intern
감은호,male,16035,marketing,manager
사윤후,male,3346,advertising,assistant
표지민,male,28055,advertising,manager
편윤우,male,26460,marketing,header
우유찬,male,5197,marketing,intern
어우준,male,8974,advertising,header
위윤찬,male,15234,design,manager
채지율,female,12873,advertising,manager
유성우,female,5141,marketing,manager
심원우,female,25292,advertising,assistant
손태연,female,27495,advertising,manager
신성우,male,6293,design,assistant
민채희,male,14048,design,assistant
추민우,male,27091,advertising,intern
사성원,male,7770,design,assistant
표강민,male,22956,advertising,assistant
오준희,male,13467,marketing,assistant
곽지은,male,22416,marketing,manager
복예슬,male,9067,marketing,manager
양성빈,male,18835,marketing,manager
감민우,male,8934,marketing,assistant
권건,male,28993,marketing,manager
금민결,female,8949,design,assistant
태서진,female,5165,marketing,assistant
강시온,male,11712,marketing,manager
서효준,male,12581,marketing,assistant
최준서,female,12648,marketing,assistant
